uniq,kingdom,phylum
uniq19929,Eukaryota,Eukaryota
uniq20980,Eukaryota,Eukaryota
uniq20172,Eukaryota,Eukaryota
uniq19980,Eukaryota,Eukaryota
uniq21763,Eukaryota,Eukaryota
uniq21990,Eukaryota,Eukaryota
uniq22311,Eukaryota,Mollusca
uniq12102,Eukaryota,Eukaryota
uniq27727,Eukaryota,Mollusca
uniq23019,Eukaryota,Eukaryota
uniq12110,Eukaryota,Eukaryota
uniq12103,Eukaryota,Mollusca
uniq12112,Eukaryota,Eukaryota
uniq12115,Eukaryota,Eukaryota
uniq12127,Eukaryota,Cnidaria
uniq12129,Eukaryota,Eukaryota
uniq12125,Eukaryota,Eukaryota
uniq12136,Eukaryota,Eukaryota
uniq12134,Eukaryota,Eukaryota
uniq12152,Eukaryota,Eukaryota
uniq12156,Eukaryota,Sipuncula
uniq12146,Eukaryota,Arthropoda
uniq12161,Eukaryota,Eukaryota
uniq12170,Eukaryota,Eukaryota
uniq12188,Eukaryota,Arthropoda
uniq12184,Eukaryota,Bacillariophyta
uniq12189,Eukaryota,Eukaryota
uniq12194,Eukaryota,Chaetognatha
uniq12198,Eukaryota,Arthropoda
uniq12196,Eukaryota,Eukaryota
uniq12217,Eukaryota,Eukaryota
uniq12200,Eukaryota,Eukaryota
uniq12216,Eukaryota,Arthropoda
uniq12287,Eukaryota,Chaetognatha
uniq12262,Eukaryota,Eukaryota
uniq12288,Eukaryota,Eukaryota
uniq12293,Eukaryota,Eukaryota
uniq12291,Eukaryota,Eukaryota
uniq12302,Eukaryota,Cnidaria
uniq12300,Eukaryota,Eukaryota
uniq12290,Eukaryota,Eukaryota
uniq12309,Eukaryota,Eukaryota
uniq12330,Eukaryota,Eukaryota
uniq12332,Eukaryota,Eukaryota
uniq12354,Eukaryota,Eukaryota
uniq12359,Eukaryota,Eukaryota
uniq12356,Eukaryota,Eukaryota
uniq12366,Eukaryota,Echinodermata
uniq12385,Eukaryota,Eukaryota
uniq12389,Eukaryota,Eukaryota
uniq12396,Eukaryota,Eukaryota
uniq12403,Eukaryota,Eukaryota
uniq12448,Eukaryota,Eukaryota
uniq12454,Eukaryota,Eukaryota
uniq12472,Eukaryota,Eukaryota
uniq12453,Eukaryota,Eukaryota
uniq12479,Eukaryota,Eukaryota
uniq12490,Eukaryota,Arthropoda
uniq12494,Eukaryota,Eukaryota
uniq12513,Eukaryota,Eukaryota
uniq12505,Eukaryota,Mollusca
uniq12537,Eukaryota,Mollusca
uniq12519,Eukaryota,Eukaryota
uniq12546,Eukaryota,Mollusca
uniq12550,Eukaryota,Eukaryota
uniq12566,Eukaryota,Chaetognatha
uniq12571,Eukaryota,Eukaryota
uniq12570,Eukaryota,Echinodermata
uniq12560,Eukaryota,Mollusca
uniq12572,Eukaryota,Mollusca
uniq12573,Eukaryota,Arthropoda
uniq12577,Eukaryota,Eukaryota
uniq12576,Eukaryota,Eukaryota
uniq12578,Eukaryota,Eukaryota
uniq12580,Eukaryota,Eukaryota
uniq12593,Eukaryota,Eukaryota
uniq12615,Eukaryota,Mollusca
uniq12598,Eukaryota,Arthropoda
uniq12631,Eukaryota,Arthropoda
uniq12638,Eukaryota,Arthropoda
uniq12644,Eukaryota,Eukaryota
uniq12632,Eukaryota,Chaetognatha
uniq12665,Eukaryota,Eukaryota
uniq12670,Eukaryota,Eukaryota
uniq12658,Eukaryota,Eukaryota
uniq12657,Eukaryota,Eukaryota
uniq12685,Eukaryota,Eukaryota
uniq12678,Eukaryota,Eukaryota
uniq12698,Eukaryota,Eukaryota
uniq12695,Eukaryota,Eukaryota
uniq12705,Eukaryota,Eukaryota
uniq12716,Eukaryota,Arthropoda
uniq12719,Eukaryota,Mollusca
uniq12738,Eukaryota,Eukaryota
uniq12723,Eukaryota,Cnidaria
uniq12724,Eukaryota,Porifera
uniq12740,Eukaryota,Eukaryota
uniq12756,Eukaryota,Eukaryota
uniq12757,Eukaryota,Eukaryota
uniq12759,Eukaryota,Eukaryota
uniq12770,Eukaryota,Chaetognatha
uniq12764,Eukaryota,Chaetognatha
uniq12771,Eukaryota,Eukaryota
uniq15830,Eukaryota,Chaetognatha
uniq12782,Eukaryota,Eukaryota
uniq16502,Eukaryota,Eukaryota
uniq16575,Eukaryota,Mollusca
uniq16528,Eukaryota,Arthropoda
uniq16512,Eukaryota,Arthropoda
uniq16587,Eukaryota,Eukaryota
uniq16592,Eukaryota,Eukaryota
uniq17096,Eukaryota,Eukaryota
uniq16681,Eukaryota,Arthropoda
uniq17530,Eukaryota,Eukaryota
uniq18539,Eukaryota,Eukaryota
uniq18911,Eukaryota,Eukaryota
uniq20160,Eukaryota,Eukaryota
uniq18585,Eukaryota,Arthropoda
uniq22156,Eukaryota,Eukaryota
uniq21020,Eukaryota,Eukaryota
uniq21842,Eukaryota,Arthropoda
uniq22751,Eukaryota,Eukaryota
uniq23732,Eukaryota,Eukaryota
uniq31433,Eukaryota,Eukaryota
uniq12820,Eukaryota,Echinodermata
uniq12821,Eukaryota,Eukaryota
uniq12817,Eukaryota,Mollusca
uniq12824,Eukaryota,Arthropoda
uniq12825,Eukaryota,Eukaryota
uniq12866,Eukaryota,Chaetognatha
uniq12849,Eukaryota,Eukaryota
uniq12864,Eukaryota,Arthropoda
uniq12845,Eukaryota,Mollusca
uniq12872,Eukaryota,Eukaryota
uniq12876,Eukaryota,Mollusca
uniq12883,Eukaryota,Eukaryota
uniq12890,Eukaryota,Eukaryota
uniq12891,Eukaryota,Mollusca
uniq12924,Eukaryota,Eukaryota
uniq12906,Eukaryota,Eukaryota
uniq12940,Eukaryota,Arthropoda
uniq12926,Eukaryota,Eukaryota
uniq12949,Eukaryota,Eukaryota
uniq12983,Eukaryota,Eukaryota
uniq13008,Eukaryota,Mollusca
uniq13009,Eukaryota,Eukaryota
uniq12996,Eukaryota,Eukaryota
uniq13019,Eukaryota,Eukaryota
uniq13057,Eukaryota,Mollusca
uniq13058,Eukaryota,Mollusca
uniq13059,Eukaryota,Eukaryota
uniq13086,Eukaryota,Eukaryota
uniq13118,Eukaryota,Eukaryota
uniq13146,Eukaryota,Chaetognatha
uniq13126,Eukaryota,Eukaryota
uniq13136,Eukaryota,Bacillariophyta
uniq13152,Eukaryota,Eukaryota
uniq13163,Eukaryota,Eukaryota
uniq13169,Eukaryota,Eukaryota
uniq13174,Eukaryota,Eukaryota
uniq13170,Eukaryota,Eukaryota
uniq13171,Eukaryota,Mollusca
uniq13184,Eukaryota,Rhodophyta
uniq13219,Eukaryota,Cnidaria
uniq13215,Eukaryota,Echinodermata
uniq13214,Eukaryota,Arthropoda
uniq13217,Eukaryota,Eukaryota
uniq13234,Eukaryota,Eukaryota
uniq13240,Eukaryota,Mollusca
uniq13246,Eukaryota,Eukaryota
uniq13258,Eukaryota,Eukaryota
uniq13259,Eukaryota,Eukaryota
uniq13261,Eukaryota,Eukaryota
uniq13286,Eukaryota,Eukaryota
uniq13297,Eukaryota,Eukaryota
uniq13317,Eukaryota,Eukaryota
uniq13326,Eukaryota,Eukaryota
uniq13333,Eukaryota,Eukaryota
uniq13341,Eukaryota,Eukaryota
uniq13348,Eukaryota,Arthropoda
uniq13349,Eukaryota,Eukaryota
uniq13350,Eukaryota,Eukaryota
uniq13357,Eukaryota,Porifera
uniq13363,Eukaryota,Eukaryota
uniq13370,Eukaryota,Eukaryota
uniq13381,Eukaryota,Eukaryota
uniq13393,Eukaryota,Eukaryota
uniq13416,Eukaryota,Chaetognatha
uniq13394,Eukaryota,Arthropoda
uniq13414,Eukaryota,Eukaryota
uniq13429,Eukaryota,Chaetognatha
uniq13437,Eukaryota,Eukaryota
uniq13445,Eukaryota,Eukaryota
uniq13458,Eukaryota,Eukaryota
uniq13463,Eukaryota,Arthropoda
uniq13487,Eukaryota,Eukaryota
uniq13486,Eukaryota,Eukaryota
uniq13496,Eukaryota,Eukaryota
uniq13488,Eukaryota,Eukaryota
uniq13509,Eukaryota,Eukaryota
uniq13532,Eukaryota,Mollusca
uniq13526,Eukaryota,Arthropoda
uniq13560,Eukaryota,Eukaryota
uniq13576,Eukaryota,Eukaryota
uniq13582,Eukaryota,Arthropoda
uniq13595,Eukaryota,Eukaryota
uniq13593,Eukaryota,Eukaryota
uniq13604,Eukaryota,Chordata
uniq13606,Eukaryota,Eukaryota
uniq13612,Eukaryota,Eukaryota
uniq13596,Eukaryota,Eukaryota
uniq16680,Eukaryota,Mollusca
uniq17022,Eukaryota,Chordata
uniq17441,Eukaryota,Eukaryota
uniq17594,Eukaryota,Eukaryota
uniq17767,Eukaryota,Eukaryota
uniq17568,Eukaryota,Eukaryota
uniq18578,Eukaryota,Eukaryota
uniq19016,Eukaryota,Eukaryota
uniq18744,Eukaryota,Eukaryota
uniq18499,Eukaryota,Eukaryota
uniq20162,Eukaryota,Eukaryota
uniq21230,Eukaryota,Eukaryota
uniq19633,Eukaryota,Eukaryota
uniq22307,Eukaryota,Eukaryota
uniq22386,Eukaryota,Mollusca
uniq24613,Eukaryota,Eukaryota
uniq32288,Eukaryota,Eukaryota
uniq22405,Eukaryota,Eukaryota
uniq13636,Eukaryota,Eukaryota
uniq13619,Eukaryota,Mollusca
uniq13632,Eukaryota,Eukaryota
uniq13642,Eukaryota,Eukaryota
uniq13643,Eukaryota,Arthropoda
uniq13656,Eukaryota,Eukaryota
uniq13671,Eukaryota,Mollusca
uniq13657,Eukaryota,Eukaryota
uniq13653,Eukaryota,Eukaryota
uniq13658,Eukaryota,Arthropoda
uniq13677,Eukaryota,Cnidaria
uniq13673,Eukaryota,Arthropoda
uniq13678,Eukaryota,Eukaryota
uniq13684,Eukaryota,Mollusca
uniq13689,Eukaryota,Eukaryota
uniq13693,Eukaryota,Mollusca
uniq13694,Eukaryota,Eukaryota
uniq13723,Eukaryota,Mollusca
uniq13706,Eukaryota,Eukaryota
uniq13712,Eukaryota,Arthropoda
uniq13732,Eukaryota,Eukaryota
uniq13735,Eukaryota,Eukaryota
uniq13734,Eukaryota,Eukaryota
uniq13772,Eukaryota,Echinodermata
uniq13750,Eukaryota,Eukaryota
uniq13759,Eukaryota,Eukaryota
uniq13783,Eukaryota,Mollusca
uniq13771,Eukaryota,Eukaryota
uniq13795,Eukaryota,Mollusca
uniq13818,Eukaryota,Eukaryota
uniq13825,Eukaryota,Eukaryota
uniq13827,Eukaryota,Mollusca
uniq13867,Eukaryota,Mollusca
uniq13856,Eukaryota,Arthropoda
uniq13912,Eukaryota,Eukaryota
uniq13905,Eukaryota,Eukaryota
uniq13925,Eukaryota,Eukaryota
uniq13945,Eukaryota,Eukaryota
uniq13956,Eukaryota,Arthropoda
uniq13958,Eukaryota,Eukaryota
uniq13960,Eukaryota,Eukaryota
uniq13981,Eukaryota,Mollusca
uniq13970,Eukaryota,Eukaryota
uniq13986,Eukaryota,Eukaryota
uniq14014,Eukaryota,Eukaryota
uniq14000,Eukaryota,Eukaryota
uniq14018,Eukaryota,Eukaryota
uniq14028,Eukaryota,Mollusca
uniq14043,Eukaryota,Eukaryota
uniq14056,Eukaryota,Mollusca
uniq14067,Eukaryota,Eukaryota
uniq14076,Eukaryota,Mollusca
uniq14082,Eukaryota,Mollusca
uniq14114,Eukaryota,Eukaryota
uniq14102,Eukaryota,Eukaryota
uniq14104,Eukaryota,Eukaryota
uniq14123,Eukaryota,Eukaryota
uniq14122,Eukaryota,Eukaryota
uniq14132,Eukaryota,Eukaryota
uniq14133,Eukaryota,Eukaryota
uniq14136,Eukaryota,Mollusca
uniq14153,Eukaryota,Eukaryota
uniq14181,Eukaryota,Eukaryota
uniq14154,Eukaryota,Eukaryota
uniq14182,Eukaryota,Eukaryota
uniq14190,Eukaryota,Eukaryota
uniq14224,Eukaryota,Eukaryota
uniq14233,Eukaryota,Eukaryota
uniq14234,Eukaryota,Eukaryota
uniq14254,Eukaryota,Mollusca
uniq14237,Eukaryota,Eukaryota
uniq14236,Eukaryota,Eukaryota
uniq14249,Eukaryota,Eukaryota
uniq14256,Eukaryota,Eukaryota
uniq14259,Eukaryota,Arthropoda
uniq14279,Eukaryota,Eukaryota
uniq14284,Eukaryota,Eukaryota
uniq14271,Eukaryota,Eukaryota
uniq14286,Eukaryota,Eukaryota
uniq14295,Eukaryota,Rhodophyta
uniq14325,Eukaryota,Eukaryota
uniq14348,Eukaryota,Cnidaria
uniq14338,Eukaryota,Eukaryota
uniq14352,Eukaryota,Chordata
uniq14337,Eukaryota,Echinodermata
uniq14373,Eukaryota,Eukaryota
uniq14351,Eukaryota,Eukaryota
uniq14378,Eukaryota,Eukaryota
uniq14366,Eukaryota,Eukaryota
uniq14389,Eukaryota,Arthropoda
uniq14387,Eukaryota,Eukaryota
uniq14397,Eukaryota,Eukaryota
uniq14392,Eukaryota,Eukaryota
uniq14418,Eukaryota,Eukaryota
uniq14431,Eukaryota,Eukaryota
uniq14416,Eukaryota,Eukaryota
uniq14410,Eukaryota,Arthropoda
uniq14463,Eukaryota,Eukaryota
uniq14471,Eukaryota,Eukaryota
uniq14481,Eukaryota,Cnidaria
uniq14472,Eukaryota,Eukaryota
uniq14500,Eukaryota,Eukaryota
uniq14498,Eukaryota,Eukaryota
uniq18467,Eukaryota,Eukaryota
uniq18120,Eukaryota,Eukaryota
uniq14507,Eukaryota,Eukaryota
uniq18503,Eukaryota,Bacillariophyta
uniq19415,Eukaryota,Eukaryota
uniq18853,Eukaryota,Eukaryota
uniq19425,Eukaryota,Arthropoda
uniq19435,Eukaryota,Arthropoda
uniq20115,Eukaryota,Eukaryota
uniq19651,Eukaryota,Eukaryota
uniq21310,Eukaryota,Eukaryota
uniq20675,Eukaryota,Chaetognatha
uniq20603,Eukaryota,Mollusca
uniq21617,Eukaryota,Eukaryota
uniq21912,Eukaryota,Eukaryota
uniq22986,Eukaryota,Eukaryota
uniq22574,Eukaryota,Eukaryota
uniq24709,Eukaryota,Eukaryota
uniq25405,Eukaryota,Mollusca
uniq25943,Eukaryota,Eukaryota
uniq26267,Eukaryota,Eukaryota
uniq31671,Eukaryota,Eukaryota
uniq33258,Eukaryota,Eukaryota
uniq14519,Eukaryota,Chaetognatha
uniq14517,Eukaryota,Eukaryota
uniq14524,Eukaryota,Eukaryota
uniq14540,Eukaryota,Eukaryota
uniq14530,Eukaryota,Eukaryota
uniq14532,Eukaryota,Mollusca
uniq14533,Eukaryota,Eukaryota
uniq14562,Eukaryota,Mollusca
uniq14566,Eukaryota,Eukaryota
uniq14576,Eukaryota,Eukaryota
uniq14551,Eukaryota,Arthropoda
uniq14570,Eukaryota,Arthropoda
uniq14593,Eukaryota,Eukaryota
uniq14596,Eukaryota,Eukaryota
uniq14598,Eukaryota,Chaetognatha
uniq14594,Eukaryota,Eukaryota
uniq14604,Eukaryota,Eukaryota
uniq14607,Eukaryota,Eukaryota
uniq14615,Eukaryota,Bacillariophyta
uniq14628,Eukaryota,Cnidaria
uniq14638,Eukaryota,Eukaryota
uniq14621,Eukaryota,Eukaryota
uniq14632,Eukaryota,Eukaryota
uniq14661,Eukaryota,Cnidaria
uniq14675,Eukaryota,Mollusca
uniq14688,Eukaryota,Bacillariophyta
uniq14720,Eukaryota,Chaetognatha
uniq14705,Eukaryota,Rhodophyta
uniq14728,Eukaryota,Eukaryota
uniq14736,Eukaryota,Eukaryota
uniq14740,Eukaryota,Eukaryota
uniq14767,Eukaryota,Arthropoda
uniq14772,Eukaryota,Eukaryota
uniq14786,Eukaryota,Eukaryota
uniq14784,Eukaryota,Eukaryota
uniq14799,Eukaryota,Eukaryota
uniq14817,Eukaryota,Annelida
uniq14828,Eukaryota,Eukaryota
uniq14830,Eukaryota,Eukaryota
uniq14829,Eukaryota,Eukaryota
uniq14836,Eukaryota,Bacillariophyta
uniq14862,Eukaryota,Eukaryota
uniq14869,Eukaryota,Eukaryota
uniq14884,Eukaryota,Eukaryota
uniq14887,Eukaryota,Eukaryota
uniq14894,Eukaryota,Eukaryota
uniq14909,Eukaryota,Chaetognatha
uniq14931,Eukaryota,Eukaryota
uniq14968,Eukaryota,Eukaryota
uniq14973,Eukaryota,Eukaryota
uniq14970,Eukaryota,Eukaryota
uniq14987,Eukaryota,Eukaryota
uniq15011,Eukaryota,Arthropoda
uniq15035,Eukaryota,Eukaryota
uniq15033,Eukaryota,Eukaryota
uniq15056,Eukaryota,Eukaryota
uniq15058,Eukaryota,Cnidaria
uniq15074,Eukaryota,Mollusca
uniq15063,Eukaryota,Mollusca
uniq15078,Eukaryota,Chaetognatha
uniq15066,Eukaryota,Eukaryota
uniq15073,Eukaryota,Eukaryota
uniq15089,Eukaryota,Eukaryota
uniq15082,Eukaryota,Eukaryota
uniq15096,Eukaryota,Mollusca
uniq15095,Eukaryota,Chaetognatha
uniq15104,Eukaryota,Eukaryota
uniq15101,Eukaryota,Eukaryota
uniq15094,Eukaryota,Arthropoda
uniq15117,Eukaryota,Eukaryota
uniq15119,Eukaryota,Eukaryota
uniq15112,Eukaryota,Arthropoda
uniq15144,Eukaryota,Eukaryota
uniq15149,Eukaryota,Eukaryota
uniq15166,Eukaryota,Eukaryota
uniq15172,Eukaryota,Eukaryota
uniq15185,Eukaryota,Mollusca
uniq15196,Eukaryota,Eukaryota
uniq15198,Eukaryota,Eukaryota
uniq15182,Eukaryota,Eukaryota
uniq15201,Eukaryota,Chaetognatha
uniq15202,Eukaryota,Eukaryota
uniq15213,Eukaryota,Eukaryota
uniq15208,Eukaryota,Mollusca
uniq15227,Eukaryota,Eukaryota
uniq15229,Eukaryota,Eukaryota
uniq15236,Eukaryota,Eukaryota
uniq15235,Eukaryota,Eukaryota
uniq15299,Eukaryota,Eukaryota
uniq15284,Eukaryota,Eukaryota
uniq15318,Eukaryota,Eukaryota
uniq15305,Eukaryota,Cnidaria
uniq15323,Eukaryota,Eukaryota
uniq15321,Eukaryota,Mollusca
uniq15325,Eukaryota,Porifera
uniq15324,Eukaryota,Eukaryota
uniq15335,Eukaryota,Eukaryota
uniq15347,Eukaryota,Eukaryota
uniq15348,Eukaryota,Eukaryota
uniq15373,Eukaryota,Chaetognatha
uniq15382,Eukaryota,Echinodermata
uniq15368,Eukaryota,Eukaryota
uniq15397,Eukaryota,Chaetognatha
uniq15387,Eukaryota,Cnidaria
uniq15389,Eukaryota,Eukaryota
uniq15401,Eukaryota,Eukaryota
uniq15420,Eukaryota,Eukaryota
uniq15411,Eukaryota,Arthropoda
uniq15418,Eukaryota,Eukaryota
uniq15417,Eukaryota,Mollusca
uniq15451,Eukaryota,Eukaryota
uniq15423,Eukaryota,Arthropoda
uniq15465,Eukaryota,Arthropoda
uniq15460,Eukaryota,Eukaryota
uniq15468,Eukaryota,Eukaryota
uniq20051,Eukaryota,Chaetognatha
uniq20002,Eukaryota,Eukaryota
uniq19657,Eukaryota,Eukaryota
uniq19834,Eukaryota,Eukaryota
uniq15474,Eukaryota,Eukaryota
uniq19951,Eukaryota,Eukaryota
uniq20086,Eukaryota,Eukaryota
uniq20116,Eukaryota,Eukaryota
uniq22570,Eukaryota,Eukaryota
uniq22646,Eukaryota,Eukaryota
uniq24379,Eukaryota,Eukaryota
uniq21505,Eukaryota,Eukaryota
uniq23327,Eukaryota,Arthropoda
uniq25029,Eukaryota,Mollusca
uniq24819,Eukaryota,Eukaryota
uniq27905,Eukaryota,Eukaryota
uniq15481,Eukaryota,Mollusca
uniq31883,Eukaryota,Eukaryota
uniq15484,Eukaryota,Mollusca
uniq15494,Eukaryota,Eukaryota
uniq15493,Eukaryota,Eukaryota
uniq15498,Eukaryota,Eukaryota
uniq15496,Eukaryota,Mollusca
uniq15500,Eukaryota,Eukaryota
uniq15504,Eukaryota,Eukaryota
uniq15501,Eukaryota,Eukaryota
uniq15510,Eukaryota,Chaetognatha
uniq15511,Eukaryota,Mollusca
uniq15521,Eukaryota,Eukaryota
uniq15519,Eukaryota,Eukaryota
uniq15543,Eukaryota,Eukaryota
uniq15530,Eukaryota,Chaetognatha
uniq15531,Eukaryota,Mollusca
uniq15544,Eukaryota,Eukaryota
uniq15538,Eukaryota,Eukaryota
uniq15545,Eukaryota,Eukaryota
uniq15552,Eukaryota,Mollusca
uniq15547,Eukaryota,Eukaryota
uniq15559,Eukaryota,Eukaryota
uniq15561,Eukaryota,Eukaryota
uniq15568,Eukaryota,Eukaryota
uniq15577,Eukaryota,Arthropoda
uniq15581,Eukaryota,Eukaryota
uniq15592,Eukaryota,Eukaryota
uniq15626,Eukaryota,Eukaryota
uniq15602,Eukaryota,Arthropoda
uniq15613,Eukaryota,Eukaryota
uniq15695,Eukaryota,Echinodermata
uniq15686,Eukaryota,Eukaryota
uniq15671,Eukaryota,Eukaryota
uniq15700,Eukaryota,Eukaryota
uniq15696,Eukaryota,Eukaryota
uniq15708,Eukaryota,Arthropoda
uniq15722,Eukaryota,Eukaryota
uniq15740,Eukaryota,Eukaryota
uniq15774,Eukaryota,Eukaryota
uniq15790,Eukaryota,Echinodermata
uniq15803,Eukaryota,Chordata
uniq15792,Eukaryota,Arthropoda
uniq15798,Eukaryota,Eukaryota
uniq15806,Eukaryota,Eukaryota
uniq15810,Eukaryota,Eukaryota
uniq15863,Eukaryota,Arthropoda
uniq15816,Eukaryota,Eukaryota
uniq15865,Eukaryota,Eukaryota
uniq15891,Eukaryota,Arthropoda
uniq15918,Eukaryota,Annelida
uniq15911,Eukaryota,Eukaryota
uniq15925,Eukaryota,Bacillariophyta
uniq15943,Eukaryota,Mollusca
uniq15945,Eukaryota,Eukaryota
uniq15952,Eukaryota,Mollusca
uniq15965,Eukaryota,Arthropoda
uniq15985,Eukaryota,Annelida
uniq15969,Eukaryota,Eukaryota
uniq15967,Eukaryota,Eukaryota
uniq16002,Eukaryota,Mollusca
uniq16000,Eukaryota,Chaetognatha
uniq16016,Eukaryota,Eukaryota
uniq15997,Eukaryota,Arthropoda
uniq16038,Eukaryota,Chaetognatha
uniq16062,Eukaryota,Eukaryota
uniq16108,Eukaryota,Eukaryota
uniq16118,Eukaryota,Eukaryota
uniq16114,Eukaryota,Porifera
uniq16119,Eukaryota,Eukaryota
uniq16120,Eukaryota,Arthropoda
uniq16121,Eukaryota,Eukaryota
uniq16132,Eukaryota,Mollusca
uniq16144,Eukaryota,Mollusca
uniq16136,Eukaryota,Eukaryota
uniq16154,Eukaryota,Eukaryota
uniq16175,Eukaryota,Mollusca
uniq16173,Eukaryota,Eukaryota
uniq16167,Eukaryota,Eukaryota
uniq16180,Eukaryota,Mollusca
uniq16188,Eukaryota,Eukaryota
uniq16181,Eukaryota,Cnidaria
uniq16200,Eukaryota,Eukaryota
uniq16201,Eukaryota,Eukaryota
uniq16206,Eukaryota,Rhodophyta
uniq16216,Eukaryota,Eukaryota
uniq16214,Eukaryota,Eukaryota
uniq16220,Eukaryota,Eukaryota
uniq16221,Eukaryota,Arthropoda
uniq16260,Eukaryota,Eukaryota
uniq16268,Eukaryota,Echinodermata
uniq16286,Eukaryota,Eukaryota
uniq16290,Eukaryota,Eukaryota
uniq16280,Eukaryota,Eukaryota
uniq16315,Eukaryota,Mollusca
uniq16321,Eukaryota,Eukaryota
uniq16316,Eukaryota,Arthropoda
uniq16324,Eukaryota,Eukaryota
uniq16329,Eukaryota,Eukaryota
uniq16341,Eukaryota,Eukaryota
uniq16348,Eukaryota,Eukaryota
uniq16359,Eukaryota,Eukaryota
uniq16363,Eukaryota,Eukaryota
uniq16364,Eukaryota,Eukaryota
uniq16380,Eukaryota,Eukaryota
uniq16385,Eukaryota,Arthropoda
uniq16379,Eukaryota,Rhodophyta
uniq16400,Eukaryota,Eukaryota
uniq16404,Eukaryota,Eukaryota
uniq16415,Eukaryota,Eukaryota
uniq16416,Eukaryota,Eukaryota
uniq16425,Eukaryota,Eukaryota
uniq16438,Eukaryota,Eukaryota
uniq16430,Eukaryota,Mollusca
uniq16440,Eukaryota,Eukaryota
uniq16456,Eukaryota,Eukaryota
uniq16464,Eukaryota,Eukaryota
uniq16477,Eukaryota,Eukaryota
uniq16478,Eukaryota,Arthropoda
uniq16490,Eukaryota,Eukaryota
uniq16479,Eukaryota,Eukaryota
uniq16487,Eukaryota,Arthropoda
uniq16494,Eukaryota,Eukaryota
uniq16492,Eukaryota,Eukaryota
uniq16504,Eukaryota,Eukaryota
uniq16509,Eukaryota,Eukaryota
uniq16513,Eukaryota,Mollusca
uniq16534,Eukaryota,Eukaryota
uniq16511,Eukaryota,Eukaryota
uniq16541,Eukaryota,Arthropoda
uniq16545,Eukaryota,Eukaryota
uniq16544,Eukaryota,Eukaryota
uniq16556,Eukaryota,Bacillariophyta
uniq16561,Eukaryota,Mollusca
uniq16566,Eukaryota,Eukaryota
uniq16565,Eukaryota,Arthropoda
uniq16584,Eukaryota,Arthropoda
uniq16588,Eukaryota,Eukaryota
uniq21610,Eukaryota,Eukaryota
uniq21982,Eukaryota,Eukaryota
uniq22145,Eukaryota,Eukaryota
uniq22173,Eukaryota,Eukaryota
uniq22812,Eukaryota,Eukaryota
uniq22674,Eukaryota,Eukaryota
uniq24025,Eukaryota,Eukaryota
uniq23365,Eukaryota,Eukaryota
uniq24257,Eukaryota,Eukaryota
uniq24600,Eukaryota,Mollusca
uniq25441,Eukaryota,Eukaryota
uniq27807,Eukaryota,Haptista
uniq27030,Eukaryota,Eukaryota
uniq16604,Eukaryota,Mollusca
uniq16619,Eukaryota,Eukaryota
uniq16603,Eukaryota,Eukaryota
uniq16630,Eukaryota,Eukaryota
uniq16633,Eukaryota,Eukaryota
uniq16653,Eukaryota,Eukaryota
uniq16649,Eukaryota,Eukaryota
uniq16648,Eukaryota,Eukaryota
uniq16674,Eukaryota,Eukaryota
uniq16659,Eukaryota,Arthropoda
uniq16687,Eukaryota,Eukaryota
uniq16688,Eukaryota,Annelida
uniq16689,Eukaryota,Eukaryota
uniq16697,Eukaryota,Eukaryota
uniq16704,Eukaryota,Arthropoda
uniq16709,Eukaryota,Chaetognatha
uniq16705,Eukaryota,Eukaryota
uniq16721,Eukaryota,Eukaryota
uniq16712,Eukaryota,Eukaryota
uniq16732,Eukaryota,Eukaryota
uniq16714,Eukaryota,Eukaryota
uniq16752,Eukaryota,Porifera
uniq16754,Eukaryota,Eukaryota
uniq16792,Eukaryota,Eukaryota
uniq16782,Eukaryota,Mollusca
uniq16824,Eukaryota,Eukaryota
uniq16844,Eukaryota,Eukaryota
uniq16829,Eukaryota,Eukaryota
uniq16832,Eukaryota,Mollusca
uniq16864,Eukaryota,Eukaryota
uniq16854,Eukaryota,Mollusca
uniq16872,Eukaryota,Eukaryota
uniq16867,Eukaryota,Eukaryota
uniq16886,Eukaryota,Eukaryota
uniq16893,Eukaryota,Eukaryota
uniq16907,Eukaryota,Eukaryota
uniq16934,Eukaryota,Eukaryota
uniq16937,Eukaryota,Eukaryota
uniq16930,Eukaryota,Arthropoda
uniq16935,Eukaryota,Eukaryota
uniq16938,Eukaryota,Eukaryota
uniq16944,Eukaryota,Eukaryota
uniq16950,Eukaryota,Eukaryota
uniq16972,Eukaryota,Eukaryota
uniq16975,Eukaryota,Eukaryota
uniq16999,Eukaryota,Eukaryota
uniq16979,Eukaryota,Mollusca
uniq16986,Eukaryota,Bacillariophyta
uniq17013,Eukaryota,Chaetognatha
uniq17052,Eukaryota,Eukaryota
uniq17062,Eukaryota,Eukaryota
uniq17071,Eukaryota,Echinodermata
uniq17053,Eukaryota,Eukaryota
uniq17069,Eukaryota,Eukaryota
uniq17072,Eukaryota,Eukaryota
uniq17089,Eukaryota,Arthropoda
uniq17094,Eukaryota,Eukaryota
uniq17113,Eukaryota,Eukaryota
uniq17124,Eukaryota,Chaetognatha
uniq17114,Eukaryota,Eukaryota
uniq17140,Eukaryota,Eukaryota
uniq17127,Eukaryota,Eukaryota
uniq17128,Eukaryota,Eukaryota
uniq17177,Eukaryota,Eukaryota
